Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Charlie Hall,Cornell University,Bioinformatics,2030,"Go, GraphQL, Ansible, Linux, Computer Vision","Hackathon Finalist, Published Research Paper, Coding Competition Winner",Research Assistant in AI Lab,charliehallSIPGJ@gmail.comEmail ID
Taylor Thomas,University of Texas at Austin,Software Engineering,2029,"Docker Swarm, Kubernetes, Scala, Ansible, CSS, PyTorch, Machine Learning","Coding Competition Winner, Tech Blog Contributor","Intern at Tesla (Autopilot team), Cybersecurity Intern at Microsoft",taylorthomasHUNKB@gmail.comEmail ID
Jordan Walker,UC Berkeley,Computer Science,2030,"JavaScript, Computer Vision, PyTorch, MATLAB, React, C++",Internship at FAANG,"Robotics Research Intern, Machine Learning Intern at Meta",jordanwalkerLBJBN@gmail.comEmail ID
Peyton Clark,MIT,Mechanical Engineering,2027,"AWS, React, JavaScript, MATLAB, Go",Innovation Grant Recipient,"Machine Learning Intern at Meta, Intern at SpaceX",peytonclarkNYISU@gmail.comEmail ID
Avery Thomas,University of Washington,Artificial Intelligence,2029,"Go, Node.js, PyTorch, GraphQL, Docker Swarm, C++, Data Analysis","Internship at FAANG, Robotics Competition Winner","Teaching Assistant for CS courses, Software Developer Intern at Adobe",averythomasYDVJM@gmail.comEmail ID
Taylor Brown,Princeton University,Information Systems,2027,"Scala, GraphQL, Computer Vision, React, NLP, Data Analysis",Open Source Contributor,Cybersecurity Intern at Microsoft,taylorbrownGMDEU@gmail.comEmail ID
Skyler Garcia,Purdue University,Robotics,2025,"Ansible, Docker, MATLAB, JavaScript, C++","Dean's List, Tech Blog Contributor, Published Research Paper","Cloud Engineer Intern at IBM, Intern at SpaceX",skylergarciaAPHFD@gmail.comEmail ID
Hayden Garcia,UC Berkeley,Data Science,2026,"SQL, HTML, Docker, CSS",Tech Blog Contributor,Data Analyst Intern at Oracle,haydengarciaURDNP@gmail.comEmail ID
Casey Brown,Harvard University,Cybersecurity,2025,"Deep Learning, SQL, Node.js, MATLAB, JavaScript",Startup Founder,Cloud Engineer Intern at IBM,caseybrownVEXIQ@gmail.comEmail ID
Logan Thomas,Stanford University,Software Engineering,2025,"Rust, GraphQL, HTML, Deep Learning, Machine Learning, SQL","Best Thesis Award, Tech Blog Contributor",Cloud Engineer Intern at IBM,loganthomasUXPTR@gmail.comEmail ID
Alex Hall,University of Washington,Computer Science,2028,"Kubernetes, Docker, Cybersecurity, Scala, AWS, Cloud Computing","Startup Founder, Tech Blog Contributor",Data Science Intern at Amazon,alexhallWJQXW@gmail.comEmail ID
Jamie Anderson,University of Texas at Austin,Artificial Intelligence,2026,"Rust, React, Kubernetes, Go","Coding Competition Winner, Internship at FAANG, Startup Founder","Robotics Research Intern, Machine Learning Intern at Meta",jamieandersonNUJHQ@gmail.comEmail ID
Alex Smith,Stanford University,Mechanical Engineering,2028,"Cybersecurity, Rust, CSS, C++","Coding Competition Winner, Robotics Competition Winner, Tech Blog Contributor",Intern at SpaceX,alexsmithKQYDU@gmail.comEmail ID
Skyler Taylor,Carnegie Mellon University,Computer Science,2028,"React, Data Analysis, Docker, Scala","Startup Founder, Dean's List","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",skylertaylorWQUFS@gmail.comEmail ID
Avery Miller,University of Texas at Austin,Software Engineering,2025,"Docker, PyTorch, Rust, Linux, GraphQL","Patent Holder, Robotics Competition Winner, Scholarship Recipient","Data Analyst Intern at Oracle, Cybersecurity Intern at Microsoft",averymillerUDQRB@gmail.comEmail ID
Charlie Harris,University of Illinois Urbana-Champaign,Cybersecurity,2025,"Ansible, GraphQL, Cloud Computing, MATLAB, NLP, Kubernetes, AWS","Hackathon Finalist, Internship at FAANG","Intern at SpaceX, Machine Learning Intern at Meta",charlieharrisABJBZ@gmail.comEmail ID
Charlie Taylor,Harvard University,Robotics,2025,"GraphQL, Kubernetes, SQL, Computer Vision",Winner of AI Challenge,"Robotics Research Intern, AI Research Intern at OpenAI",charlietaylorCIGYJ@gmail.comEmail ID
Hayden Lee,Georgia Tech,Robotics,2026,"Docker Swarm, NLP, MATLAB, SQL, Machine Learning","Best Thesis Award, Startup Founder",Intern at SpaceX,haydenleeYENRQ@gmail.comEmail ID
Riley Lewis,Cornell University,Computer Science,2028,"Docker, Machine Learning, Python, Cloud Computing, React, Cybersecurity",Best Thesis Award,"Cloud Engineer Intern at IBM, Cloud Engineer Intern at Salesforce",rileylewisMRJHQ@gmail.comEmail ID
Cameron Hall,University of Illinois Urbana-Champaign,Software Engineering,2030,"Data Analysis, Docker, TensorFlow, Cloud Computing, AWS, SQL","Scholarship Recipient, Innovation Grant Recipient","Data Analyst Intern at Oracle, Full Stack Intern at Shopify",cameronhallAZUSH@gmail.comEmail ID
Hayden Smith,UCLA,Electrical Engineering,2026,"Node.js, Docker Swarm, NLP, JavaScript, Computer Vision",Innovation Grant Recipient,Startup Co-Founder (Tech Product),haydensmithPQQTA@gmail.comEmail ID
Peyton White,Purdue University,Electrical Engineering,2025,"Docker, Linux, Python, Ansible",Published Research Paper,Software Developer Intern at Adobe,peytonwhiteARLSJ@gmail.comEmail ID
Jordan Thomas,Georgia Tech,Artificial Intelligence,2025,"Docker, Ansible, Computer Vision, CSS, Data Analysis, AWS, Scala",Robotics Competition Winner,"Cloud Engineer Intern at IBM, Data Analyst Intern at Oracle",jordanthomasORRMZ@gmail.comEmail ID
Riley Clark,University of Washington,Electrical Engineering,2027,"Linux, Go, Cloud Computing, Docker Swarm, PyTorch, React, Scala","Winner of AI Challenge, Hackathon Finalist, Scholarship Recipient",Research Assistant in AI Lab,rileyclarkMOPES@gmail.comEmail ID
Hayden Garcia,Cornell University,Information Systems,2025,"Python, Docker, Java, Node.js, Cybersecurity, Linux, Blockchain","Winner of AI Challenge, Innovation Grant Recipient","Machine Learning Intern at Meta, Cybersecurity Intern at Microsoft",haydengarciaROLBQ@gmail.comEmail ID
Hayden Miller,University of Michigan,Mechanical Engineering,2029,"PyTorch, Cybersecurity, Node.js, Machine Learning, AWS, CSS",Winner of AI Challenge,"Full Stack Intern at Shopify, Startup Co-Founder (Tech Product)",haydenmillerVBSTV@gmail.comEmail ID
Riley Taylor,Purdue University,Mechanical Engineering,2025,"Rust, Python, Computer Vision, Data Analysis","Published Research Paper, Dean's List, Innovation Grant Recipient",Data Science Intern at Amazon,rileytaylorOQEIM@gmail.comEmail ID
Blake Williams,Stanford University,Data Science,2030,"Cloud Computing, React, SQL, Machine Learning, Java, C++",Dean's List,"Data Analyst Intern at Oracle, Teaching Assistant for CS courses",blakewilliamsWDASY@gmail.comEmail ID
Sam Hall,University of Michigan,Computer Science,2030,"Ansible, Docker, JavaScript, React, PyTorch","Published Research Paper, Conference Speaker, Patent Holder","Software Engineering Intern at Google, Data Analyst Intern at Oracle",samhallTLNOH@gmail.comEmail ID
Drew Smith,Cornell University,Robotics,2030,"C++, Computer Vision, AWS, GraphQL, PyTorch","Patent Holder, Conference Speaker, Scholarship Recipient",Teaching Assistant for CS courses,drewsmithPFXPU@gmail.comEmail ID
Blake Johnson,University of Illinois Urbana-Champaign,Software Engineering,2026,"React, CSS, Blockchain, Linux, NLP, Data Analysis",Coding Competition Winner,"AI Research Intern at OpenAI, Cloud Engineer Intern at Salesforce",blakejohnsonHZRVV@gmail.comEmail ID
Sam Lee,Stanford University,Computer Science,2028,"Scala, TensorFlow, Kubernetes, Deep Learning, NLP, GraphQL, HTML",Scholarship Recipient,Cloud Engineer Intern at Salesforce,samleeILFKP@gmail.comEmail ID
Logan Jackson,Purdue University,Robotics,2029,"Linux, Python, CSS, NLP","Winner of AI Challenge, Hackathon Winner, Startup Founder",Intern at SpaceX,loganjacksonIXPSS@gmail.comEmail ID
Jordan Smith,Georgia Tech,Computer Science,2029,"CSS, MATLAB, HTML, Computer Vision, Docker, TensorFlow, PyTorch",Hackathon Winner,"Startup Co-Founder (Tech Product), Intern at SpaceX",jordansmithWXCUC@gmail.comEmail ID
Kendall Anderson,UC Berkeley,Bioinformatics,2025,"Machine Learning, NLP, Docker, Kubernetes","Internship at FAANG, Coding Competition Winner",Intern at Tesla (Autopilot team),kendallandersonOPKDJ@gmail.comEmail ID
Charlie Clark,Cornell University,Cybersecurity,2029,"React, Ansible, AWS, PyTorch, Kubernetes, MATLAB, Docker Swarm",Conference Speaker,"Software Engineering Intern at Google, Intern at Tesla (Autopilot team)",charlieclarkZMCQN@gmail.comEmail ID
Skyler White,Harvard University,Cybersecurity,2030,"Node.js, AWS, Ansible, PyTorch, Docker, MATLAB, CSS","Conference Speaker, Winner of AI Challenge","Cybersecurity Intern at Microsoft, Research Assistant in AI Lab",skylerwhiteASWBA@gmail.comEmail ID
Quinn Garcia,University of Washington,Data Science,2027,"Data Analysis, NLP, Go, Docker","Conference Speaker, Hackathon Winner","Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",quinngarciaCVESV@gmail.comEmail ID
Avery Walker,Caltech,Data Science,2029,"Python, Cloud Computing, Data Analysis, Scala, Rust, MATLAB",Hackathon Finalist,Software Developer Intern at Adobe,averywalkerFWTUF@gmail.comEmail ID
Drew Lee,UCLA,Mechanical Engineering,2030,"Rust, GraphQL, React, Blockchain, Data Analysis, TensorFlow, Ansible",Innovation Grant Recipient,Teaching Assistant for CS courses,drewleeMCIOB@gmail.comEmail ID
Sam Brown,Georgia Tech,Data Science,2025,"MATLAB, TensorFlow, Node.js, Java, Data Analysis, Rust","Innovation Grant Recipient, Tech Blog Contributor, Best Thesis Award",Teaching Assistant for CS courses,sambrownPDDIR@gmail.comEmail ID
Jordan Williams,University of Illinois Urbana-Champaign,Bioinformatics,2027,"HTML, TensorFlow, Deep Learning, PyTorch","Winner of AI Challenge, Internship at FAANG",Cybersecurity Intern at Microsoft,jordanwilliamsSOCFA@gmail.comEmail ID
Logan Anderson,Purdue University,Data Science,2028,"Blockchain, Kubernetes, Cybersecurity, HTML, Docker, Linux",Internship at FAANG,"Data Analyst Intern at Oracle, Software Developer Intern at Adobe",loganandersonVFLQY@gmail.comEmail ID
Avery Taylor,Caltech,Electrical Engineering,2027,"TensorFlow, Blockchain, Docker, Computer Vision",Open Source Contributor,"Intern at SpaceX, Research Assistant in AI Lab",averytaylorTLWLZ@gmail.comEmail ID
Jordan Brown,UCLA,Computer Science,2026,"Ansible, C++, Machine Learning, HTML, TensorFlow","Open Source Contributor, Robotics Competition Winner, Patent Holder","Software Developer Intern at Adobe, Full Stack Intern at Shopify",jordanbrownCZADY@gmail.comEmail ID
Riley Lewis,University of Illinois Urbana-Champaign,Artificial Intelligence,2030,"React, Ansible, NLP, Deep Learning","Scholarship Recipient, Internship at FAANG, Winner of AI Challenge","Machine Learning Intern at Meta, Robotics Research Intern",rileylewisYYDQL@gmail.comEmail ID
Drew Lee,Purdue University,Mechanical Engineering,2025,"Deep Learning, CSS, C++, Java, Linux, HTML","Hackathon Finalist, Robotics Competition Winner, Innovation Grant Recipient",Software Developer Intern at Adobe,drewleeKLKPJ@gmail.comEmail ID
Skyler Lewis,University of Washington,Artificial Intelligence,2030,"Linux, Kubernetes, Deep Learning, Go, Python, Java, Computer Vision","Hackathon Winner, Patent Holder","Research Assistant in AI Lab, Machine Learning Intern at Meta",skylerlewisINZDO@gmail.comEmail ID
Jordan White,Georgia Tech,Computer Science,2027,"AWS, HTML, Computer Vision, Docker Swarm, Blockchain",Startup Founder,Cloud Engineer Intern at IBM,jordanwhiteHTYEU@gmail.comEmail ID
Avery Lee,Cornell University,Software Engineering,2029,"Computer Vision, GraphQL, Ansible, Rust, SQL, Java, JavaScript","Scholarship Recipient, Published Research Paper",Cloud Engineer Intern at IBM,averyleeXQENC@gmail.comEmail ID
Jamie Williams,Cornell University,Mechanical Engineering,2025,"CSS, NLP, Linux, Blockchain, Deep Learning, Rust",Best Thesis Award,"Research Assistant in AI Lab, Software Developer Intern at Adobe",jamiewilliamsJEROB@gmail.comEmail ID
Cameron White,Carnegie Mellon University,Artificial Intelligence,2026,"C++, JavaScript, HTML, Computer Vision, Ansible","Winner of AI Challenge, Dean's List, Coding Competition Winner","Data Analyst Intern at Oracle, Data Science Intern at Amazon",cameronwhiteRAXLO@gmail.comEmail ID
Quinn Harris,Caltech,Robotics,2028,"Cybersecurity, PyTorch, SQL, Java, Ansible, MATLAB","Best Thesis Award, Winner of AI Challenge, Robotics Competition Winner","Full Stack Intern at Shopify, Data Science Intern at Amazon",quinnharrisYQDMW@gmail.comEmail ID
Jordan Thomas,Purdue University,Electrical Engineering,2026,"Blockchain, TensorFlow, CSS, Go",Tech Blog Contributor,Software Developer Intern at Adobe,jordanthomasDVHXO@gmail.comEmail ID
Hayden Thomas,Carnegie Mellon University,Software Engineering,2028,"Ansible, Cybersecurity, Python, React",Scholarship Recipient,Teaching Assistant for CS courses,haydenthomasPTYDR@gmail.comEmail ID
Blake Hall,UC Berkeley,Robotics,2028,"Deep Learning, Go, HTML, SQL, Blockchain, C++, Java",Robotics Competition Winner,Startup Co-Founder (Tech Product),blakehallUDFJQ@gmail.comEmail ID
Cameron Garcia,University of Washington,Computer Science,2027,"Deep Learning, AWS, NLP, Data Analysis, HTML, Node.js, JavaScript","Published Research Paper, Internship at FAANG",Machine Learning Intern at Meta,camerongarciaBHWOR@gmail.comEmail ID
Charlie White,Princeton University,Software Engineering,2029,"Cybersecurity, Ansible, HTML, MATLAB",Hackathon Winner,"Teaching Assistant for CS courses, Robotics Research Intern",charliewhiteGRIWR@gmail.comEmail ID
Skyler Smith,UC Berkeley,Computer Science,2026,"Computer Vision, Scala, Blockchain, HTML, Python, CSS, Data Analysis","Winner of AI Challenge, Open Source Contributor",Full Stack Intern at Shopify,skylersmithEGOOH@gmail.comEmail ID
Hayden Johnson,University of Illinois Urbana-Champaign,Information Systems,2026,"Scala, AWS, GraphQL, Python, Ansible, React","Published Research Paper, Startup Founder, Open Source Contributor","Cloud Engineer Intern at IBM, Robotics Research Intern",haydenjohnsonAXPSP@gmail.comEmail ID
Casey Brown,MIT,Electrical Engineering,2026,"Blockchain, GraphQL, Java, C++, Cloud Computing","Robotics Competition Winner, Hackathon Finalist",Data Analyst Intern at Oracle,caseybrownALIMP@gmail.comEmail ID
Charlie Davis,Princeton University,Robotics,2029,"Ansible, Go, CSS, PyTorch, NLP, Rust, SQL","Best Thesis Award, Conference Speaker",Cloud Engineer Intern at Salesforce,charliedavisMHPGX@gmail.comEmail ID
Morgan Martinez,Princeton University,Software Engineering,2025,"Docker Swarm, Ansible, Docker, NLP, Machine Learning, Java","Internship at FAANG, Scholarship Recipient, Coding Competition Winner","Cloud Engineer Intern at Salesforce, Cloud Engineer Intern at IBM",morganmartinezKBCCQ@gmail.comEmail ID
Cameron Smith,Georgia Tech,Data Science,2026,"NLP, Rust, PyTorch, Deep Learning, GraphQL, Cloud Computing",Innovation Grant Recipient,Software Engineering Intern at Google,cameronsmithIHDLZ@gmail.comEmail ID
Hayden Thomas,University of Illinois Urbana-Champaign,Computer Science,2026,"Rust, Scala, Machine Learning, Deep Learning","Open Source Contributor, Conference Speaker","Intern at SpaceX, Machine Learning Intern at Meta",haydenthomasFQDJK@gmail.comEmail ID
Hayden Brown,University of Texas at Austin,Data Science,2029,"Docker Swarm, C++, Data Analysis, Java",Innovation Grant Recipient,Intern at SpaceX,haydenbrownDCECF@gmail.comEmail ID
Quinn Brown,Georgia Tech,Data Science,2026,"TensorFlow, HTML, PyTorch, Cloud Computing","Hackathon Winner, Scholarship Recipient, Tech Blog Contributor","Robotics Research Intern, Machine Learning Intern at Meta",quinnbrownHIYYU@gmail.comEmail ID
Quinn Clark,Carnegie Mellon University,Information Systems,2028,"Cybersecurity, Docker Swarm, SQL, Go, React, Ansible","Patent Holder, Innovation Grant Recipient",Software Engineering Intern at Google,quinnclarkBFUXF@gmail.comEmail ID
Jordan Garcia,UCLA,Bioinformatics,2027,"JavaScript, Docker Swarm, Blockchain, React, SQL",Internship at FAANG,"Cybersecurity Intern at Microsoft, Research Assistant in AI Lab",jordangarciaAJUOM@gmail.comEmail ID
Riley Clark,University of Washington,Software Engineering,2029,"CSS, JavaScript, AWS, React, Go, Cloud Computing","Conference Speaker, Best Thesis Award",Software Engineering Intern at Google,rileyclarkVWPKG@gmail.comEmail ID
Skyler Clark,UC Berkeley,Computer Science,2025,"Docker, AWS, Rust, MATLAB, CSS, Node.js, Docker Swarm","Tech Blog Contributor, Coding Competition Winner, Published Research Paper","Data Analyst Intern at Oracle, Robotics Research Intern",skylerclarkNHLRD@gmail.comEmail ID
Sam Moore,Caltech,Bioinformatics,2030,"TensorFlow, Python, JavaScript, GraphQL, React, Go","Best Thesis Award, Published Research Paper",Startup Co-Founder (Tech Product),sammooreRTFUJ@gmail.comEmail ID
Hayden Davis,University of Illinois Urbana-Champaign,Information Systems,2026,"TensorFlow, MATLAB, React, C++","Tech Blog Contributor, Scholarship Recipient, Dean's List",Software Developer Intern at Adobe,haydendavisEWLRQ@gmail.comEmail ID
Riley Martinez,Princeton University,Computer Science,2025,"Data Analysis, Java, GraphQL, PyTorch, Scala, Linux","Published Research Paper, Conference Speaker, Patent Holder","Teaching Assistant for CS courses, Cloud Engineer Intern at Salesforce",rileymartinezWVWZS@gmail.comEmail ID
Drew Davis,Princeton University,Robotics,2028,"Computer Vision, Python, Docker, Java, Docker Swarm, Blockchain","Open Source Contributor, Scholarship Recipient","Intern at SpaceX, Cloud Engineer Intern at Salesforce",drewdavisDIWDO@gmail.comEmail ID
Jamie Walker,Caltech,Artificial Intelligence,2026,"Linux, Docker, Python, Go, AWS, TensorFlow, Data Analysis","Open Source Contributor, Tech Blog Contributor, Startup Founder",Machine Learning Intern at Meta,jamiewalkerTQUDR@gmail.comEmail ID
Jordan Brown,Princeton University,Data Science,2025,"React, GraphQL, Ansible, NLP, Docker, Docker Swarm, Blockchain","Innovation Grant Recipient, Robotics Competition Winner",AI Research Intern at OpenAI,jordanbrownSEHTB@gmail.comEmail ID
Peyton Williams,University of Texas at Austin,Artificial Intelligence,2026,"MATLAB, C++, Computer Vision, CSS, Ansible, Blockchain",Innovation Grant Recipient,Software Developer Intern at Adobe,peytonwilliamsNFCUW@gmail.comEmail ID
Alex Anderson,University of Texas at Austin,Robotics,2028,"JavaScript, Ansible, Deep Learning, Scala","Best Thesis Award, Dean's List","Cybersecurity Intern at Microsoft, Data Analyst Intern at Oracle",alexandersonCBYBV@gmail.comEmail ID
Avery Lewis,University of Michigan,Information Systems,2026,"MATLAB, Kubernetes, SQL, Computer Vision, JavaScript",Internship at FAANG,Software Developer Intern at Adobe,averylewisPILAQ@gmail.comEmail ID
Cameron Anderson,University of Illinois Urbana-Champaign,Robotics,2030,"Java, Scala, React, NLP","Tech Blog Contributor, Winner of AI Challenge, Robotics Competition Winner",Data Science Intern at Amazon,cameronandersonUMGJE@gmail.comEmail ID
Logan Miller,UC Berkeley,Robotics,2028,"Rust, Node.js, Docker Swarm, NLP, React, Machine Learning","Scholarship Recipient, Patent Holder","Cybersecurity Intern at Microsoft, Intern at SpaceX",loganmillerTUFHJ@gmail.comEmail ID
Cameron Thomas,Princeton University,Data Science,2030,"Java, GraphQL, MATLAB, Rust, Ansible, Python, Computer Vision","Scholarship Recipient, Best Thesis Award",Cloud Engineer Intern at Salesforce,cameronthomasTVABE@gmail.comEmail ID
Jordan Williams,Caltech,Computer Science,2025,"Scala, Cybersecurity, SQL, Kubernetes, Blockchain, Python, Data Analysis","Published Research Paper, Winner of AI Challenge","Cloud Engineer Intern at IBM, Software Engineering Intern at Google",jordanwilliamsJNTRW@gmail.comEmail ID
Drew Moore,UCLA,Bioinformatics,2026,"SQL, Cloud Computing, HTML, JavaScript","Internship at FAANG, Hackathon Winner, Tech Blog Contributor",Research Assistant in AI Lab,drewmooreYIHSH@gmail.comEmail ID
Skyler Lewis,University of Illinois Urbana-Champaign,Data Science,2028,"Deep Learning, NLP, AWS, Scala, Java, Go","Dean's List, Winner of AI Challenge","Software Engineering Intern at Google, Data Science Intern at Amazon",skylerlewisSTRZF@gmail.comEmail ID
Avery Lewis,Purdue University,Mechanical Engineering,2029,"SQL, PyTorch, Docker Swarm, React","Startup Founder, Scholarship Recipient, Open Source Contributor","Cloud Engineer Intern at Salesforce, Data Analyst Intern at Oracle",averylewisBQFTW@gmail.comEmail ID
Logan Garcia,University of Washington,Electrical Engineering,2025,"SQL, React, Java, PyTorch, MATLAB","Best Thesis Award, Robotics Competition Winner",Data Science Intern at Amazon,logangarciaYAXHQ@gmail.comEmail ID
Drew Martinez,Georgia Tech,Computer Science,2027,"PyTorch, Python, Kubernetes, SQL, GraphQL, Node.js","Best Thesis Award, Coding Competition Winner","Cloud Engineer Intern at Salesforce, Data Science Intern at Amazon",drewmartinezQCSOA@gmail.comEmail ID
Taylor Anderson,University of Michigan,Cybersecurity,2028,"Python, Cloud Computing, Node.js, PyTorch, Data Analysis, Linux","Patent Holder, Startup Founder, Coding Competition Winner",Data Science Intern at Amazon,taylorandersonFGDWK@gmail.comEmail ID
Casey Taylor,Purdue University,Artificial Intelligence,2028,"Node.js, C++, Blockchain, React, Machine Learning, GraphQL",Innovation Grant Recipient,"Robotics Research Intern, Machine Learning Intern at Meta",caseytaylorAYLWO@gmail.comEmail ID
Charlie Thomas,University of Illinois Urbana-Champaign,Electrical Engineering,2030,"Go, Deep Learning, Data Analysis, TensorFlow",Dean's List,Full Stack Intern at Shopify,charliethomasAFDAM@gmail.comEmail ID
Jordan Walker,Georgia Tech,Mechanical Engineering,2025,"MATLAB, Docker Swarm, PyTorch, React, GraphQL, Go, Cybersecurity","Hackathon Finalist, Published Research Paper, Startup Founder",Software Engineering Intern at Google,jordanwalkerMXQDF@gmail.comEmail ID
Drew White,Caltech,Mechanical Engineering,2026,"Python, Java, Node.js, Cybersecurity, C++, PyTorch",Hackathon Finalist,"Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",drewwhiteEMBLS@gmail.comEmail ID
Jordan Martinez,Georgia Tech,Artificial Intelligence,2027,"AWS, HTML, PyTorch, Machine Learning, GraphQL, Blockchain",Winner of AI Challenge,"Startup Co-Founder (Tech Product), Software Developer Intern at Adobe",jordanmartinezPIEBD@gmail.comEmail ID
Skyler Moore,Purdue University,Computer Science,2025,"NLP, Go, Kubernetes, Docker, Java, Python, GraphQL","Innovation Grant Recipient, Patent Holder","Robotics Research Intern, Intern at SpaceX",skylermooreQIXBP@gmail.comEmail ID
Kendall White,Caltech,Bioinformatics,2027,"TensorFlow, Blockchain, Deep Learning, Data Analysis",Dean's List,"Cloud Engineer Intern at IBM, Robotics Research Intern",kendallwhiteGEPFQ@gmail.comEmail ID
Casey Walker,Harvard University,Computer Science,2026,"Java, Cloud Computing, Scala, PyTorch","Innovation Grant Recipient, Startup Founder, Conference Speaker","Data Analyst Intern at Oracle, AI Research Intern at OpenAI",caseywalkerZVLSV@gmail.comEmail ID
Blake Clark,Carnegie Mellon University,Bioinformatics,2030,"Go, NLP, CSS, Docker Swarm, Machine Learning, Rust",Winner of AI Challenge,Cloud Engineer Intern at IBM,blakeclarkMBODT@gmail.comEmail ID
Casey Brown,Cornell University,Electrical Engineering,2025,"GraphQL, Cloud Computing, Cybersecurity, NLP","Published Research Paper, Startup Founder, Hackathon Finalist","Cybersecurity Intern at Microsoft, Research Assistant in AI Lab",caseybrownDCSJV@gmail.comEmail ID
Avery Johnson,Carnegie Mellon University,Robotics,2027,"Kubernetes, Rust, Java, SQL, Blockchain",Hackathon Finalist,Cloud Engineer Intern at IBM,averyjohnsonYPHFN@gmail.comEmail ID
Hayden Lee,Carnegie Mellon University,Data Science,2028,"Computer Vision, JavaScript, C++, TensorFlow",Innovation Grant Recipient,"Cloud Engineer Intern at Salesforce, Cybersecurity Intern at Microsoft",haydenleeXCXZM@gmail.comEmail ID
Logan Jackson,Stanford University,Bioinformatics,2028,"Python, Machine Learning, React, AWS, Go","Patent Holder, Scholarship Recipient, Hackathon Finalist","Data Science Intern at Amazon, Intern at Tesla (Autopilot team)",loganjacksonGERUT@gmail.comEmail ID
Cameron Hall,Princeton University,Data Science,2025,"MATLAB, Machine Learning, Blockchain, JavaScript, AWS, Go",Robotics Competition Winner,"Cybersecurity Intern at Microsoft, Data Analyst Intern at Oracle",cameronhallAINRC@gmail.comEmail ID
Sam Brown,Caltech,Electrical Engineering,2027,"Computer Vision, Blockchain, NLP, Go, CSS","Winner of AI Challenge, Coding Competition Winner","Software Developer Intern at Adobe, Startup Co-Founder (Tech Product)",sambrownYOHVG@gmail.comEmail ID
Cameron Walker,MIT,Robotics,2026,"TensorFlow, Kubernetes, Rust, NLP, SQL, Docker, Cybersecurity","Startup Founder, Conference Speaker","Intern at Tesla (Autopilot team), Intern at SpaceX",cameronwalkerKHOXL@gmail.comEmail ID
Quinn Martinez,Harvard University,Artificial Intelligence,2028,"Cybersecurity, SQL, HTML, Cloud Computing","Hackathon Winner, Winner of AI Challenge",Research Assistant in AI Lab,quinnmartinezSMHZH@gmail.comEmail ID
Sam Johnson,Georgia Tech,Computer Science,2026,"Ansible, Blockchain, Kubernetes, TensorFlow, Deep Learning, Docker Swarm, SQL",Patent Holder,"Cloud Engineer Intern at Salesforce, Research Assistant in AI Lab",samjohnsonJVSEJ@gmail.comEmail ID
Kendall Garcia,Cornell University,Robotics,2026,"GraphQL, JavaScript, Ansible, MATLAB","Winner of AI Challenge, Published Research Paper",Research Assistant in AI Lab,kendallgarciaRYNKF@gmail.comEmail ID
Cameron Anderson,Cornell University,Mechanical Engineering,2028,"Node.js, Cloud Computing, Ansible, Computer Vision, Kubernetes","Scholarship Recipient, Winner of AI Challenge",Cloud Engineer Intern at IBM,cameronandersonAGGGA@gmail.comEmail ID
Sam Jackson,UC Berkeley,Information Systems,2025,"TensorFlow, GraphQL, Scala, Docker, Deep Learning, JavaScript","Published Research Paper, Open Source Contributor",Intern at SpaceX,samjacksonXONUD@gmail.comEmail ID
Casey Jackson,UC Berkeley,Electrical Engineering,2028,"C++, NLP, Node.js, Java, GraphQL","Robotics Competition Winner, Open Source Contributor, Scholarship Recipient",Cloud Engineer Intern at Salesforce,caseyjacksonSNAJA@gmail.comEmail ID
Cameron Martinez,University of Michigan,Computer Science,2030,"TensorFlow, C++, Ansible, Computer Vision, Blockchain, Node.js, Cloud Computing","Robotics Competition Winner, Dean's List, Hackathon Winner","Cloud Engineer Intern at IBM, Startup Co-Founder (Tech Product)",cameronmartinezMNLFZ@gmail.comEmail ID
Charlie White,UC Berkeley,Electrical Engineering,2029,"GraphQL, Node.js, Rust, Deep Learning, Kubernetes","Startup Founder, Patent Holder, Dean's List",Cybersecurity Intern at Microsoft,charliewhiteGWEZH@gmail.comEmail ID
Cameron Lewis,UCLA,Robotics,2026,"Docker Swarm, MATLAB, Go, SQL, Python, NLP","Internship at FAANG, Hackathon Finalist","Intern at Tesla (Autopilot team), Robotics Research Intern",cameronlewisMVSYF@gmail.comEmail ID
Sam Lewis,Princeton University,Cybersecurity,2027,"Computer Vision, GraphQL, Node.js, NLP, SQL, Data Analysis, Scala","Dean's List, Tech Blog Contributor",Research Assistant in AI Lab,samlewisAEYAO@gmail.comEmail ID
Cameron Lewis,Georgia Tech,Data Science,2026,"NLP, Docker, React, HTML","Best Thesis Award, Internship at FAANG",Data Science Intern at Amazon,cameronlewisFPTLB@gmail.comEmail ID
Casey Hall,Cornell University,Information Systems,2025,"Ansible, Scala, C++, Deep Learning","Hackathon Winner, Conference Speaker, Published Research Paper",Startup Co-Founder (Tech Product),caseyhallWWGZX@gmail.comEmail ID
