Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Jamie Lee,Cornell University,Data Science,2028,"PyTorch, TensorFlow, MATLAB, Computer Vision, AWS",Dean's List,"Intern at Tesla (Autopilot team), Software Engineering Intern at Google",jamieleeDMWWM@gmail.com
Alex Davis,UCLA,Electrical Engineering,2026,"Java, C++, NLP, Cybersecurity, Computer Vision, Blockchain","Robotics Competition Winner, Scholarship Recipient, Open Source Contributor",Data Science Intern at Amazon,alexdavisNHPSJ@gmail.com
Jamie Johnson,Georgia Tech,Data Science,2025,"Cybersecurity, Kubernetes, Cloud Computing, AWS, Java",Open Source Contributor,Startup Co-Founder (Tech Product),jamiejohnsonUBJJY@gmail.com
Alex Davis,Caltech,Information Systems,2026,"Cybersecurity, Blockchain, TensorFlow, Docker",Scholarship Recipient,"Teaching Assistant for CS courses, Machine Learning Intern at Meta",alexdavisDORQH@gmail.com
Cameron Anderson,University of Texas at Austin,Information Systems,2030,"PyTorch, NLP, Blockchain, TensorFlow","Conference Speaker, Scholarship Recipient","Machine Learning Intern at Meta, Cybersecurity Intern at Microsoft",cameronandersonLXDNJ@gmail.com
Cameron Martinez,Harvard University,Data Science,2028,"Node.js, React, Kubernetes, TensorFlow, Cloud Computing, Cybersecurity, Docker","Startup Founder, Dean's List",Cloud Engineer Intern at IBM,cameronmartinezKDXQK@gmail.com
Casey Miller,UC Berkeley,Cybersecurity,2026,"Cloud Computing, C++, Python, Node.js, Deep Learning, PyTorch",Published Research Paper,Cybersecurity Intern at Microsoft,caseymillerYZNTS@gmail.com
Taylor Garcia,MIT,Software Engineering,2026,"SQL, Deep Learning, Node.js, Blockchain","Conference Speaker, Patent Holder",Startup Co-Founder (Tech Product),taylorgarciaZYGLJ@gmail.com
Morgan Williams,Caltech,Data Science,2028,"C++, React, PyTorch, Data Analysis, Node.js","Open Source Contributor, Patent Holder, Robotics Competition Winner","Software Engineering Intern at Google, Intern at Tesla (Autopilot team)",morganwilliamsJMJJO@gmail.com
Alex Garcia,University of Texas at Austin,Bioinformatics,2025,"PyTorch, Cybersecurity, Data Analysis, SQL, Deep Learning, NLP","Internship at FAANG, Startup Founder, Dean's List","Cybersecurity Intern at Microsoft, Cloud Engineer Intern at IBM",alexgarciaGQXCR@gmail.com
Jordan Brown,UC Berkeley,Artificial Intelligence,2027,"Cybersecurity, SQL, Computer Vision, Docker, Node.js, Java, C++",Dean's List,"Software Engineering Intern at Google, Teaching Assistant for CS courses",jordanbrownRRDUA@gmail.com
Jamie Martinez,University of Michigan,Electrical Engineering,2029,"NLP, MATLAB, PyTorch, Cybersecurity",Published Research Paper,"Teaching Assistant for CS courses, Cybersecurity Intern at Microsoft",jamiemartinezLXWEN@gmail.com
Jordan Miller,Georgia Tech,Cybersecurity,2028,"Node.js, Blockchain, Java, Machine Learning, Docker, Cloud Computing",Hackathon Winner,"Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",jordanmillerFPMUL@gmail.com
Morgan Miller,Georgia Tech,Information Systems,2028,"Kubernetes, Computer Vision, PyTorch, SQL, MATLAB, NLP, Java",Scholarship Recipient,Intern at Tesla (Autopilot team),morganmillerYQOBG@gmail.com
Morgan Miller,Caltech,Software Engineering,2026,"Data Analysis, Kubernetes, SQL, Python, NLP","Robotics Competition Winner, Conference Speaker",Research Assistant in AI Lab,morganmillerCFDGZ@gmail.com
Jordan Johnson,UCLA,Electrical Engineering,2026,"Java, SQL, Cybersecurity, Python",Robotics Competition Winner,"Intern at Tesla (Autopilot team), Data Science Intern at Amazon",jordanjohnsonZJJFD@gmail.com
Cameron Brown,UCLA,Cybersecurity,2030,"Java, Kubernetes, Cloud Computing, Data Analysis, Deep Learning, Docker, MATLAB","Startup Founder, Internship at FAANG",Research Assistant in AI Lab,cameronbrownMBDCC@gmail.com
Sam Martinez,Stanford University,Information Systems,2025,"Kubernetes, Java, TensorFlow, NLP, Python, AWS, SQL","Published Research Paper, Conference Speaker, Scholarship Recipient",Teaching Assistant for CS courses,sammartinezEOUFG@gmail.com
Morgan Williams,Georgia Tech,Electrical Engineering,2028,"TensorFlow, Machine Learning, Data Analysis, MATLAB, Python","Open Source Contributor, Hackathon Winner",Data Science Intern at Amazon,morganwilliamsNINRR@gmail.com
Alex Lee,Cornell University,Mechanical Engineering,2025,"Computer Vision, Node.js, Cloud Computing, Kubernetes, Data Analysis","Internship at FAANG, Robotics Competition Winner, Conference Speaker",Teaching Assistant for CS courses,alexleeRQVVD@gmail.com
Cameron Lee,Purdue University,Electrical Engineering,2028,"TensorFlow, C++, SQL, Cloud Computing, Machine Learning, Data Analysis",Startup Founder,Intern at Tesla (Autopilot team),cameronleeLLXWM@gmail.com
Jamie Anderson,University of Michigan,Data Science,2026,"Docker, Kubernetes, Data Analysis, Cloud Computing",Open Source Contributor,"Teaching Assistant for CS courses, Machine Learning Intern at Meta",jamieandersonCWUYG@gmail.com
Casey Martinez,Carnegie Mellon University,Computer Science,2030,"NLP, Java, AWS, Blockchain, C++","Robotics Competition Winner, Conference Speaker, Dean's List","Intern at Tesla (Autopilot team), Data Science Intern at Amazon",caseymartinezGTQLN@gmail.com
Sam Garcia,UC Berkeley,Data Science,2027,"MATLAB, PyTorch, Computer Vision, Python, Java, Node.js, C++",Startup Founder,Teaching Assistant for CS courses,samgarciaPIXYG@gmail.com
Avery Davis,Princeton University,Robotics,2029,"Machine Learning, Java, Deep Learning, Data Analysis, Cloud Computing","Open Source Contributor, Scholarship Recipient, Published Research Paper","Data Science Intern at Amazon, Intern at Tesla (Autopilot team)",averydavisFMSUW@gmail.com
Jamie Brown,MIT,Robotics,2025,"C++, Blockchain, TensorFlow, PyTorch, Java","Hackathon Winner, Patent Holder",Cloud Engineer Intern at IBM,jamiebrownXILLA@gmail.com
Riley Johnson,UCLA,Robotics,2028,"Python, Java, NLP, Blockchain, PyTorch, Docker, Cloud Computing",Dean's List,"Intern at Tesla (Autopilot team), Robotics Research Intern",rileyjohnsonCXZPP@gmail.com
Avery Martinez,UCLA,Cybersecurity,2025,"AWS, MATLAB, Cloud Computing, Cybersecurity, Python, Docker, React","Dean's List, Robotics Competition Winner",Research Assistant in AI Lab,averymartinezWSEKZ@gmail.com
Riley Martinez,Purdue University,Cybersecurity,2029,"Java, Cybersecurity, SQL, PyTorch, MATLAB","Robotics Competition Winner, Internship at FAANG","Robotics Research Intern, Machine Learning Intern at Meta",rileymartinezZKWYL@gmail.com
Casey Williams,UCLA,Artificial Intelligence,2027,"AWS, Python, Data Analysis, SQL",Internship at FAANG,"Cloud Engineer Intern at IBM, Startup Co-Founder (Tech Product)",caseywilliamsIITDR@gmail.com
Alex Brown,Cornell University,Software Engineering,2027,"Docker, Cloud Computing, NLP, Python, Machine Learning, Computer Vision",Robotics Competition Winner,Research Assistant in AI Lab,alexbrownFATYI@gmail.com
Morgan Davis,Carnegie Mellon University,Information Systems,2029,"Data Analysis, Deep Learning, Docker, Kubernetes, SQL, React, NLP","Internship at FAANG, Scholarship Recipient, Dean's List",Software Engineering Intern at Google,morgandavisBUUSB@gmail.com
Jordan Smith,University of Illinois Urbana-Champaign,Mechanical Engineering,2025,"Docker, Cybersecurity, AWS, NLP, Cloud Computing, Data Analysis, SQL","Conference Speaker, Patent Holder, Open Source Contributor",Machine Learning Intern at Meta,jordansmithZPAZK@gmail.com
Morgan Williams,Caltech,Computer Science,2028,"Docker, Python, Cloud Computing, React",Dean's List,"Robotics Research Intern, Cloud Engineer Intern at IBM",morganwilliamsPTYXT@gmail.com
Alex Brown,University of Illinois Urbana-Champaign,Bioinformatics,2029,"Blockchain, React, Docker, AWS","Startup Founder, Dean's List","Machine Learning Intern at Meta, Cloud Engineer Intern at IBM",alexbrownDGXTT@gmail.com
Morgan Anderson,UC Berkeley,Data Science,2029,"Computer Vision, Deep Learning, React, PyTorch, Kubernetes, Cloud Computing","Published Research Paper, Scholarship Recipient",Robotics Research Intern,morganandersonXOKQR@gmail.com
Jamie Johnson,MIT,Mechanical Engineering,2027,"Computer Vision, Docker, PyTorch, TensorFlow",Open Source Contributor,"Robotics Research Intern, Data Science Intern at Amazon",jamiejohnsonWTUBM@gmail.com
Avery Martinez,Harvard University,Computer Science,2026,"AWS, Computer Vision, Deep Learning, TensorFlow, Data Analysis",Published Research Paper,Software Engineering Intern at Google,averymartinezEZJFK@gmail.com
Cameron Smith,University of Illinois Urbana-Champaign,Information Systems,2029,"PyTorch, Java, MATLAB, Python, AWS, Node.js, C++","Conference Speaker, Startup Founder, Dean's List",Cloud Engineer Intern at IBM,cameronsmithDPPVZ@gmail.com
Casey Smith,Stanford University,Robotics,2025,"React, Machine Learning, TensorFlow, Java, Kubernetes, SQL, Data Analysis","Dean's List, Startup Founder",Research Assistant in AI Lab,caseysmithJFCYS@gmail.com
Riley Brown,University of Washington,Computer Science,2027,"MATLAB, AWS, Deep Learning, Docker, Machine Learning",Hackathon Winner,"Data Science Intern at Amazon, Intern at Tesla (Autopilot team)",rileybrownISIDD@gmail.com
Taylor Miller,University of Michigan,Computer Science,2026,"Blockchain, SQL, C++, Python","Startup Founder, Patent Holder, Published Research Paper","Research Assistant in AI Lab, Cybersecurity Intern at Microsoft",taylormillerPAXWT@gmail.com
Cameron Brown,University of Texas at Austin,Information Systems,2030,"Blockchain, Python, Data Analysis, AWS, Deep Learning","Hackathon Winner, Internship at FAANG, Patent Holder",Startup Co-Founder (Tech Product),cameronbrownMJISU@gmail.com
Taylor Martinez,Princeton University,Cybersecurity,2025,"Python, Machine Learning, TensorFlow, MATLAB, Node.js, Data Analysis, React","Scholarship Recipient, Internship at FAANG","Intern at Tesla (Autopilot team), Research Assistant in AI Lab",taylormartinezMMBXO@gmail.com
Avery Davis,University of Michigan,Cybersecurity,2027,"Python, Node.js, PyTorch, Computer Vision, SQL","Open Source Contributor, Conference Speaker, Startup Founder","Machine Learning Intern at Meta, Research Assistant in AI Lab",averydavisNHKWC@gmail.com
Jordan Smith,Harvard University,Electrical Engineering,2030,"React, TensorFlow, MATLAB, Machine Learning, Cloud Computing","Startup Founder, Open Source Contributor, Scholarship Recipient","Cloud Engineer Intern at IBM, Software Engineering Intern at Google",jordansmithLBJZQ@gmail.com
Sam Johnson,Princeton University,Information Systems,2025,"PyTorch, Node.js, TensorFlow, Python",Open Source Contributor,"Startup Co-Founder (Tech Product), Research Assistant in AI Lab",samjohnsonWECHA@gmail.com
Riley Williams,University of Texas at Austin,Robotics,2029,"React, Kubernetes, SQL, Cloud Computing",Dean's List,Cloud Engineer Intern at IBM,rileywilliamsGLBPC@gmail.com
Avery Lee,Princeton University,Electrical Engineering,2030,"PyTorch, Computer Vision, AWS, Deep Learning, Java, Docker, NLP","Dean's List, Hackathon Winner, Scholarship Recipient",Software Engineering Intern at Google,averyleeRBWVV@gmail.com
Cameron Johnson,UC Berkeley,Electrical Engineering,2028,"React, Machine Learning, PyTorch, AWS, TensorFlow, Node.js, Blockchain","Hackathon Winner, Conference Speaker, Patent Holder",Cybersecurity Intern at Microsoft,cameronjohnsonZWZRR@gmail.com
Avery Davis,University of Michigan,Data Science,2025,"Deep Learning, PyTorch, C++, Cybersecurity","Hackathon Winner, Open Source Contributor, Scholarship Recipient","Teaching Assistant for CS courses, Startup Co-Founder (Tech Product)",averydavisZZOFB@gmail.com
Jamie Smith,Carnegie Mellon University,Electrical Engineering,2027,"Blockchain, Deep Learning, Java, MATLAB, Kubernetes, C++",Patent Holder,Startup Co-Founder (Tech Product),jamiesmithLPFWP@gmail.com
Morgan Davis,Georgia Tech,Artificial Intelligence,2027,"Data Analysis, C++, AWS, Computer Vision",Dean's List,Data Science Intern at Amazon,morgandavisLEHPI@gmail.com
Avery Anderson,Carnegie Mellon University,Artificial Intelligence,2030,"Blockchain, Data Analysis, SQL, Kubernetes","Open Source Contributor, Hackathon Winner, Internship at FAANG","Intern at Tesla (Autopilot team), Research Assistant in AI Lab",averyandersonVKJIK@gmail.com
Morgan Lee,UC Berkeley,Software Engineering,2027,"Data Analysis, TensorFlow, Blockchain, Docker, Python",Scholarship Recipient,"Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",morganleeXUNYB@gmail.com
Taylor Garcia,University of Texas at Austin,Bioinformatics,2029,"Data Analysis, C++, Python, Kubernetes, Machine Learning, Node.js, AWS","Scholarship Recipient, Robotics Competition Winner, Dean's List",Data Science Intern at Amazon,taylorgarciaGPKRN@gmail.com
Jamie Davis,Purdue University,Software Engineering,2027,"Cybersecurity, PyTorch, Data Analysis, NLP",Scholarship Recipient,"Teaching Assistant for CS courses, Software Engineering Intern at Google",jamiedavisPINMK@gmail.com
Alex Miller,Carnegie Mellon University,Artificial Intelligence,2026,"TensorFlow, Python, Cloud Computing, MATLAB","Internship at FAANG, Scholarship Recipient, Robotics Competition Winner","Data Science Intern at Amazon, Intern at Tesla (Autopilot team)",alexmillerMULRV@gmail.com
Morgan Williams,MIT,Data Science,2025,"Kubernetes, Data Analysis, Cybersecurity, PyTorch",Open Source Contributor,Machine Learning Intern at Meta,morganwilliamsTMFUQ@gmail.com
Alex Miller,Caltech,Computer Science,2025,"Java, Computer Vision, PyTorch, Machine Learning, React, Python","Startup Founder, Dean's List",Intern at Tesla (Autopilot team),alexmillerVHUBH@gmail.com
Morgan Brown,UC Berkeley,Information Systems,2030,"Cloud Computing, Deep Learning, Python, Blockchain",Dean's List,"Intern at Tesla (Autopilot team), Robotics Research Intern",morganbrownPTJGD@gmail.com
Taylor Johnson,Stanford University,Artificial Intelligence,2028,"Kubernetes, TensorFlow, Node.js, Java, Python","Open Source Contributor, Robotics Competition Winner, Conference Speaker",Cloud Engineer Intern at IBM,taylorjohnsonSHLMO@gmail.com
Riley Miller,Harvard University,Bioinformatics,2030,"PyTorch, Cloud Computing, TensorFlow, Deep Learning, Computer Vision, NLP",Internship at FAANG,"Machine Learning Intern at Meta, Startup Co-Founder (Tech Product)",rileymillerNMESQ@gmail.com
Riley Lee,Purdue University,Information Systems,2030,"Machine Learning, Cloud Computing, Kubernetes, NLP, Python, Node.js",Open Source Contributor,"Startup Co-Founder (Tech Product), Research Assistant in AI Lab",rileyleeOMOMT@gmail.com
Sam Lee,UCLA,Data Science,2029,"Docker, Python, Kubernetes, PyTorch","Startup Founder, Open Source Contributor",Robotics Research Intern,samleeWRWRA@gmail.com
Morgan Martinez,University of Washington,Cybersecurity,2027,"Node.js, React, NLP, Kubernetes, TensorFlow","Startup Founder, Conference Speaker","Cloud Engineer Intern at IBM, Data Science Intern at Amazon",morganmartinezJSNTO@gmail.com
Cameron Davis,University of Washington,Information Systems,2030,"Java, Data Analysis, SQL, C++, PyTorch, Computer Vision","Startup Founder, Open Source Contributor, Scholarship Recipient",Teaching Assistant for CS courses,camerondavisPTNDX@gmail.com
Avery Anderson,UC Berkeley,Mechanical Engineering,2030,"MATLAB, React, Node.js, AWS, Deep Learning, Blockchain",Hackathon Winner,"Cybersecurity Intern at Microsoft, Machine Learning Intern at Meta",averyandersonIGXAK@gmail.com
Cameron Garcia,Stanford University,Mechanical Engineering,2026,"Data Analysis, Deep Learning, Machine Learning, PyTorch","Internship at FAANG, Dean's List",Software Engineering Intern at Google,camerongarciaYURXI@gmail.com
Morgan Anderson,Georgia Tech,Electrical Engineering,2029,"Python, React, MATLAB, TensorFlow",Patent Holder,Cloud Engineer Intern at IBM,morganandersonBYGDH@gmail.com
Cameron Lee,Cornell University,Bioinformatics,2026,"Deep Learning, Python, SQL, Computer Vision, Blockchain, Java","Patent Holder, Startup Founder",Robotics Research Intern,cameronleeNFJCZ@gmail.com
Avery Garcia,University of Texas at Austin,Information Systems,2030,"Kubernetes, PyTorch, Python, Computer Vision, Deep Learning","Robotics Competition Winner, Hackathon Winner, Patent Holder",Data Science Intern at Amazon,averygarciaUIFMB@gmail.com
Avery Garcia,Purdue University,Software Engineering,2029,"AWS, MATLAB, Computer Vision, Java, Blockchain",Internship at FAANG,Cloud Engineer Intern at IBM,averygarciaVPCLF@gmail.com
Sam Smith,University of Michigan,Computer Science,2027,"NLP, Blockchain, Cloud Computing, PyTorch, Deep Learning, Kubernetes, Data Analysis","Robotics Competition Winner, Hackathon Winner, Published Research Paper","Robotics Research Intern, Cloud Engineer Intern at IBM",samsmithQKYDR@gmail.com
Alex Smith,UCLA,Software Engineering,2029,"Python, AWS, TensorFlow, Java","Startup Founder, Internship at FAANG, Scholarship Recipient",Software Engineering Intern at Google,alexsmithVRYJH@gmail.com
Morgan Miller,University of Washington,Artificial Intelligence,2027,"React, Data Analysis, Node.js, Docker, Cloud Computing",Open Source Contributor,Machine Learning Intern at Meta,morganmillerNIQCP@gmail.com
Casey Anderson,University of Illinois Urbana-Champaign,Mechanical Engineering,2027,"Cybersecurity, Docker, TensorFlow, Computer Vision, React, Python, Kubernetes","Scholarship Recipient, Robotics Competition Winner, Patent Holder",Research Assistant in AI Lab,caseyandersonZEAWV@gmail.com
Jamie Johnson,University of Michigan,Artificial Intelligence,2030,"SQL, Cybersecurity, Machine Learning, Kubernetes, Python, Cloud Computing, TensorFlow",Open Source Contributor,"Intern at Tesla (Autopilot team), Teaching Assistant for CS courses",jamiejohnsonUCENV@gmail.com
Taylor Lee,University of Illinois Urbana-Champaign,Artificial Intelligence,2028,"MATLAB, C++, TensorFlow, Java","Open Source Contributor, Conference Speaker, Dean's List",Research Assistant in AI Lab,taylorleeZXRKV@gmail.com
Sam Garcia,MIT,Bioinformatics,2029,"Python, Docker, NLP, Data Analysis, Node.js, Computer Vision","Startup Founder, Hackathon Winner",Data Science Intern at Amazon,samgarciaRSNRD@gmail.com
Casey Martinez,University of Illinois Urbana-Champaign,Robotics,2029,"TensorFlow, Kubernetes, Machine Learning, Cloud Computing, C++, Docker","Scholarship Recipient, Hackathon Winner","Cybersecurity Intern at Microsoft, Intern at Tesla (Autopilot team)",caseymartinezTTASI@gmail.com
Taylor Anderson,UC Berkeley,Cybersecurity,2028,"Data Analysis, AWS, Kubernetes, Docker, NLP","Patent Holder, Internship at FAANG, Conference Speaker",Machine Learning Intern at Meta,taylorandersonXTPQN@gmail.com
Morgan Martinez,University of Illinois Urbana-Champaign,Data Science,2030,"Java, Data Analysis, Machine Learning, NLP, MATLAB, C++, Kubernetes",Hackathon Winner,"Robotics Research Intern, Data Science Intern at Amazon",morganmartinezTRPCW@gmail.com
Sam Lee,UCLA,Bioinformatics,2025,"SQL, Deep Learning, Machine Learning, Cybersecurity, TensorFlow, Docker, MATLAB","Conference Speaker, Open Source Contributor","Cloud Engineer Intern at IBM, Cybersecurity Intern at Microsoft",samleeHJOZH@gmail.com
Jamie Brown,Georgia Tech,Information Systems,2029,"MATLAB, Cloud Computing, C++, Machine Learning",Hackathon Winner,"Teaching Assistant for CS courses, Robotics Research Intern",jamiebrownSRMXC@gmail.com
Casey Lee,Harvard University,Cybersecurity,2025,"NLP, Cloud Computing, SQL, Node.js, C++, Machine Learning","Published Research Paper, Dean's List",Data Science Intern at Amazon,caseyleeJEIZK@gmail.com
Morgan Davis,Purdue University,Mechanical Engineering,2027,"Machine Learning, Cloud Computing, Blockchain, Node.js, React, SQL","Open Source Contributor, Robotics Competition Winner, Conference Speaker",Cybersecurity Intern at Microsoft,morgandavisCTBLQ@gmail.com
Avery Williams,Princeton University,Cybersecurity,2026,"Node.js, Blockchain, Java, MATLAB, Machine Learning, SQL, TensorFlow",Internship at FAANG,"Startup Co-Founder (Tech Product), Robotics Research Intern",averywilliamsQONUX@gmail.com
Sam Anderson,UC Berkeley,Bioinformatics,2028,"SQL, NLP, Java, Machine Learning, Computer Vision, Cybersecurity",Conference Speaker,Robotics Research Intern,samandersonDEHVF@gmail.com
Alex Williams,MIT,Information Systems,2029,"MATLAB, Node.js, Blockchain, Docker, Python, Cloud Computing, Cybersecurity","Hackathon Winner, Patent Holder","Data Science Intern at Amazon, Startup Co-Founder (Tech Product)",alexwilliamsBTUET@gmail.com
Sam Martinez,University of Illinois Urbana-Champaign,Computer Science,2026,"PyTorch, TensorFlow, Kubernetes, Cloud Computing, Data Analysis","Internship at FAANG, Conference Speaker","Startup Co-Founder (Tech Product), Robotics Research Intern",sammartinezKLPQA@gmail.com
Casey Williams,Harvard University,Information Systems,2025,"Computer Vision, Python, Cybersecurity, MATLAB, Kubernetes, Node.js, Java",Open Source Contributor,"Intern at Tesla (Autopilot team), Research Assistant in AI Lab",caseywilliamsBLOJM@gmail.com
Avery Williams,University of Texas at Austin,Software Engineering,2025,"Kubernetes, TensorFlow, SQL, Deep Learning, Blockchain, Python",Internship at FAANG,Software Engineering Intern at Google,averywilliamsEQTWM@gmail.com
Avery Brown,Purdue University,Data Science,2030,"MATLAB, Machine Learning, NLP, PyTorch, C++, AWS","Conference Speaker, Startup Founder, Hackathon Winner","Data Science Intern at Amazon, Research Assistant in AI Lab",averybrownZKKNM@gmail.com
Avery Martinez,MIT,Software Engineering,2030,"MATLAB, Cloud Computing, React, NLP","Scholarship Recipient, Internship at FAANG, Patent Holder","Cybersecurity Intern at Microsoft, Machine Learning Intern at Meta",averymartinezBXVVI@gmail.com
Alex Smith,Stanford University,Data Science,2029,"Computer Vision, Node.js, PyTorch, MATLAB, Deep Learning, Cybersecurity","Open Source Contributor, Patent Holder, Scholarship Recipient","Teaching Assistant for CS courses, Machine Learning Intern at Meta",alexsmithMBLZH@gmail.com
Morgan Lee,Caltech,Cybersecurity,2027,"React, Data Analysis, PyTorch, Cloud Computing, Python","Hackathon Winner, Conference Speaker","Cloud Engineer Intern at IBM, Software Engineering Intern at Google",morganleeXSYCJ@gmail.com
Riley Garcia,MIT,Artificial Intelligence,2027,"PyTorch, AWS, Docker, Data Analysis, Java, NLP",Patent Holder,"Teaching Assistant for CS courses, Startup Co-Founder (Tech Product)",rileygarciaBSSNC@gmail.com
Alex Martinez,University of Texas at Austin,Robotics,2029,"SQL, NLP, Docker, Computer Vision, Deep Learning, Python","Open Source Contributor, Patent Holder, Robotics Competition Winner","Intern at Tesla (Autopilot team), Startup Co-Founder (Tech Product)",alexmartinezVBAQE@gmail.com
Sam Davis,University of Illinois Urbana-Champaign,Software Engineering,2027,"Python, Machine Learning, AWS, NLP, MATLAB",Robotics Competition Winner,"Robotics Research Intern, Cybersecurity Intern at Microsoft",samdavisDQSEC@gmail.com
Jamie Williams,University of Washington,Information Systems,2030,"TensorFlow, SQL, Docker, React","Scholarship Recipient, Conference Speaker","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",jamiewilliamsDBCKI@gmail.com
Cameron Miller,University of Washington,Software Engineering,2030,"Python, SQL, Cloud Computing, Java","Open Source Contributor, Scholarship Recipient, Robotics Competition Winner",Robotics Research Intern,cameronmillerCCVHB@gmail.com
Cameron Lee,University of Illinois Urbana-Champaign,Cybersecurity,2030,"SQL, Kubernetes, AWS, Python, NLP, Docker, Machine Learning",Published Research Paper,Cybersecurity Intern at Microsoft,cameronleeVPJPZ@gmail.com
Alex Williams,University of Texas at Austin,Cybersecurity,2027,"React, Docker, Node.js, AWS, NLP","Internship at FAANG, Scholarship Recipient",Cloud Engineer Intern at IBM,alexwilliamsDJEDG@gmail.com
Jamie Anderson,University of Texas at Austin,Mechanical Engineering,2025,"Cybersecurity, Docker, Node.js, Java, Machine Learning, AWS","Dean's List, Scholarship Recipient, Open Source Contributor",Teaching Assistant for CS courses,jamieandersonXGJKP@gmail.com
Riley Johnson,Cornell University,Computer Science,2029,"MATLAB, AWS, Kubernetes, PyTorch, C++, Cloud Computing, Java",Dean's List,Software Engineering Intern at Google,rileyjohnsonKVTRM@gmail.com
Jamie Martinez,Princeton University,Electrical Engineering,2028,"Blockchain, Computer Vision, TensorFlow, Data Analysis, Cloud Computing, AWS, PyTorch",Startup Founder,Intern at Tesla (Autopilot team),jamiemartinezHDUKZ@gmail.com
Riley Davis,Cornell University,Information Systems,2030,"Computer Vision, TensorFlow, Node.js, Python, C++, Cybersecurity",Patent Holder,"Research Assistant in AI Lab, Machine Learning Intern at Meta",rileydavisLGNIT@gmail.com
Cameron Johnson,UC Berkeley,Bioinformatics,2028,"Cloud Computing, SQL, Deep Learning, AWS","Hackathon Winner, Open Source Contributor, Startup Founder",Intern at Tesla (Autopilot team),cameronjohnsonAXVIM@gmail.com
Riley Johnson,Purdue University,Data Science,2030,"React, Cybersecurity, Python, NLP, AWS",Internship at FAANG,"Teaching Assistant for CS courses, Research Assistant in AI Lab",rileyjohnsonCWBRO@gmail.com
Sam Johnson,UC Berkeley,Bioinformatics,2029,"Node.js, AWS, Cybersecurity, Cloud Computing, PyTorch, Kubernetes","Dean's List, Conference Speaker, Patent Holder",Intern at Tesla (Autopilot team),samjohnsonOMOZU@gmail.com
Sam Miller,University of Michigan,Bioinformatics,2026,"Node.js, Cloud Computing, NLP, Deep Learning, C++, TensorFlow","Startup Founder, Internship at FAANG",Research Assistant in AI Lab,sammillerGUGER@gmail.com
Riley Williams,Harvard University,Mechanical Engineering,2030,"Python, Cloud Computing, Kubernetes, Cybersecurity, React, Computer Vision","Hackathon Winner, Dean's List","Startup Co-Founder (Tech Product), Cloud Engineer Intern at IBM",rileywilliamsVRYWF@gmail.com
Taylor Anderson,Caltech,Software Engineering,2027,"Data Analysis, TensorFlow, SQL, Kubernetes, MATLAB, Cybersecurity","Internship at FAANG, Patent Holder, Scholarship Recipient",Software Engineering Intern at Google,taylorandersonHSWXJ@gmail.com
Alex Smith,MIT,Software Engineering,2026,"C++, TensorFlow, Docker, Cloud Computing","Scholarship Recipient, Dean's List, Patent Holder",Cybersecurity Intern at Microsoft,alexsmithOEUGR@gmail.com
Taylor Anderson,Cornell University,Data Science,2030,"SQL, Cybersecurity, C++, Docker, Node.js","Published Research Paper, Dean's List, Hackathon Winner",Research Assistant in AI Lab,taylorandersonOBKRT@gmail.com
Jordan Garcia,University of Michigan,Bioinformatics,2030,"Python, MATLAB, C++, Kubernetes, Docker, Data Analysis",Internship at FAANG,"Teaching Assistant for CS courses, Cybersecurity Intern at Microsoft",jordangarciaZWYPA@gmail.com
Casey Johnson,Stanford University,Data Science,2030,"Computer Vision, Cybersecurity, Docker, Node.js, Cloud Computing, Python, MATLAB","Hackathon Winner, Scholarship Recipient",Cloud Engineer Intern at IBM,caseyjohnsonEAFHE@gmail.com
Morgan Miller,University of Texas at Austin,Data Science,2027,"MATLAB, SQL, Node.js, React",Published Research Paper,Intern at Tesla (Autopilot team),morganmillerNANRW@gmail.com
Morgan Miller,Georgia Tech,Software Engineering,2028,"MATLAB, SQL, Cybersecurity, Kubernetes, React, NLP, C++","Dean's List, Robotics Competition Winner","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",morganmillerSHUPY@gmail.com
Taylor Lee,Cornell University,Cybersecurity,2027,"NLP, PyTorch, Data Analysis, Cloud Computing","Patent Holder, Hackathon Winner","Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",taylorleeAZYPI@gmail.com
Morgan Anderson,University of Illinois Urbana-Champaign,Information Systems,2027,"Docker, NLP, Data Analysis, PyTorch, Blockchain, Cloud Computing, Deep Learning","Published Research Paper, Robotics Competition Winner",Startup Co-Founder (Tech Product),morganandersonNROFC@gmail.com
Morgan Garcia,Cornell University,Data Science,2028,"Data Analysis, C++, Python, PyTorch, Cloud Computing, SQL, Java","Published Research Paper, Hackathon Winner","Software Engineering Intern at Google, Intern at Tesla (Autopilot team)",morgangarciaAELJQ@gmail.com
Cameron Martinez,Caltech,Information Systems,2027,"AWS, Python, SQL, NLP, Docker, TensorFlow",Open Source Contributor,"Cybersecurity Intern at Microsoft, Software Engineering Intern at Google",cameronmartinezHWQWL@gmail.com
